client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
04964f79a396b4a3dbedddacd170bd0090849380b9ab85512144f1831354637e37718bb8fdfb3d0deb01e4cc5a38fb66809238fda43789422b60ba15fe494d4f	common_voice_fr_40283718.mp3	4f898c885c5678bc8402a30fc9e615f020f2688092c2df46202356649c0ea6d6	La commune possède un club de football.		2	0					fr	
0cc2fdd2e34c32100336c350b1b5d2b70f9f4035b625ffa448a229ba39b86b460ee6ccc266bbde706cfba14885a4f4aaadcce3d6f342f684fa0c64374f5691af	common_voice_fr_40193526.mp3	4f5c408bed4770bc57bc615547ff5ca520ed42ed482ee1b6b516622c2b413e25	Il est membre du Temple de la renommée World Rugby.		2	0			Français de France		fr	
1fd85f80e2c51e43c9172b93ac7319f6ee568c9ccfd4cea90dd6e071d278fcdd364fa614abb4510c89ddde81b4be3f9e851d1c0f5c6112f30dfb1e3078525f3c	common_voice_fr_40407989.mp3	0cc913c9ce614268c7706fed86016948955b07a9d4f6db8b125e15aa521e898d	Cependant, Fauchery était revenu, amené par son cousin.		2	0					fr	
4382aa5ad2831364c38c069c6a334392f481031f9c6603a54ed29f438c341ef5931c8277739110b55d8cb5402c6aec81c958f4c86ae180cf81624941231c4ac7	common_voice_fr_40239681.mp3	4f83778c0adbd156e3bc750c06158118ff303c6548e913ae8411099015cb4cbd	Son architecture est de style néo-classique.		2	0			Français de France		fr	
43f9c7b10a13a6310f224fb0c1cbbc80e5441250f88dc1d8b2550117ba7da2d7aabfdc0138e5a27058f0304c1aaf35e7743067cd8c4d2218f9b89602aafefa96	common_voice_fr_40212753.mp3	4f752dd68f0486113932ed35f5a10e7557ad2f42b75558e2e714f8d5c7d6718c	Chaque tour se joue au meilleur des cinq rencontres.		2	0					fr	
47a4247fd8ff1a062329eaa7e3c3a51f87feaf76f0d8db305c17912c3c0d65c130a050646a9ba13eaa564fb11cf19dad0d5603ef6e7c35c284b291fce22528ab	common_voice_fr_40278649.mp3	0a19d954c7bd6b10bd2d61064b676d959658ec5058f14ea3563836539d988469	Vous étiez résolue à vous coucher de bonne heure cette fois-ci.	general	2	0					fr	
4ce15b5d68516e38c2ffdb6fe5435d9ca57ef101c7a817d10b311e927d9e81cd6a890ca2e50b412c6182639e2228dd6aa0ca1aaf90438d6d73320cf9eb2fecaf	common_voice_fr_40203473.mp3	4f1a58927f115417d1127865dc3983238f1dbb76e99eddd95c23d231fec1063d	Le temps passant, il devint un éminent portraitiste par daguerréotype à Boston.		2	0					fr	
58eeb8fe503003e27c2b93812f9a8004c52acda69543e4e7b8f01124a980fbab3558e7378e83f39bfbf9939e862693ae55d27bde830cd3458c7c40d40d656dce	common_voice_fr_40347191.mp3	4f8316116b1dac818c441cb420840934d591ed04862f33feb31a083053d9c738	La famille est alors relativement désargentée.		2	0	teens		Français de France		fr	
763bc48b69a7eaf2465e119e6f042275bea9287bf7e2935a196684137c4cfe0480cdad60da598ee1fbdb9bf315905a0594c3eaadce3247b1f482a1b5432359a6	common_voice_fr_40403869.mp3	4fa4384944fdf9eea20aa483255a5d9e91d422abbef59705bb5cd26b6233d319	Elle décide alors de se consacrer exclusivement à la perche.		2	0					fr	
7729f998610779025c4eb5801b6d90c462e61ad0c1b2a4d6f46ad2524fa5a6279dba4d0d5df9a0de9fa77968c31d95d478206e878afd61acd743927824c481a2	common_voice_fr_40218228.mp3	0ba2895279dec376145737cb52e979483b51592febbc1d4447d587431cd91a15	Elle n'est bonne qu'à produire des gens maigres qui songent creux.		2	0	twenties		Français de France		fr	
8f7fabb92d01618f1a3e67314489d948f34edfe038de3f25de854f367ce2eb51cd2fbceee6a7f3cad3f3b2b9246c23328610a26500fbbd4fc67cbbc161b93f06	common_voice_fr_40444839.mp3	4fb0d98624e21efd7d51866674a7e6584d9901dd7d870b1c0573200f5f35779a	Parallèlement, elle commence à s'impliquer dans le mouvement socialiste et fréquente l'Église travailliste.		2	0					fr	
946fba6777d0bb3b8eccb46f79b951b3704c0a9adbce4f9cb1a3c747d9e6df202f49eea4b3ffa1c3ddeb3ed2f1feca6a28e1ac98be6834dc79a059efb1d56537	common_voice_fr_40227387.mp3	4f486a1a1db0de6d915e6b742ce18bb4a95ef561df623fb0088dfaa446f2bddb	Ses amis érigent aussi une stèle sur sa tombe, au cimetière de Mulhouse.		2	0			Français de France		fr	
95827ff244bb046bed457d3dd383d89674f0f33b2a525ae17b293489dcc336dda56ef8698b5cc68282d5c9497caf9db1c927f341510dcb140321e52436e10ba4	common_voice_fr_40347120.mp3	4f94315864773c5a3c32ce8d41b05d55c0bfa43ce6a9803eed81ddd04d97958b	Il mesure environ de large.		2	0			Français de France		fr	
993105f06941c04454a9e65815040819e8157c1999a41852b2b80f8905c5dd9ca974d10afaa4de19ce607d75d45d9979167eca44c42db68f720c0cab9438c2c9	common_voice_fr_40193544.mp3	4f5999862dc2e8e14f479a95d0cc9b5dbb07ef376f1f79cd792eb9163eff035d	Si le paysage est essentiellement agricole, la commune appartient pourtant à l'aire urbaine d'Arras.		2	0					fr	
9e1d66863a73f6b3a1d867aadcba0fbf6d7fd6574fce187e5d57346c7517191baaa844ec861a3b1bd0cafd0234be29023cb35956a7d71d0c88012eaad44fd816	common_voice_fr_40368155.mp3	4fa30eb174e7a172f2b4235e790a13d78f8e04f6addb8a1002ce0d165645ec90	Comme étudiant, il est le camarade de classe de Spike Lee.		2	0			Français de France		fr	
b016796901a9114ac8586aaf91c6ffe94f454ec40a6d7f401dc0fa3343692032eb6350e820ed34b0c67fa99638ed81cd0d80598ffd0f428c08deae05f42e9624	common_voice_fr_40203947.mp3	4f6c2865d22d90e9f66734d89d865d4fdc3cbed390eeb4f5cecbb5fe453218dc	Il s'agit en l'occurrence de la foi catholique.		2	0					fr	
c2a50020a024dd544999ef07a97e8d91072d8b7c77fe4410543531aabbf0ec5825ad83364642e1bdf6e3ca61f19a70d33a127963718ca791c3777b49d16b28a1	common_voice_fr_40267491.mp3	4f8292652355af8472bd115721c223c2e20c5d7f8d4108275bada8f2a9a90142	Ce canton est organisé autour de Bar-sur-Seine dans l'arrondissement de Troyes.		2	0	fourties	male_masculine	Français de France		fr	
c56bb645170e76dbce6749eb406cff25cc27804adc64c7789f05381c143f564cf7e1283c7ea80b0db62c68841b010345e68659ca24e66b8b77e40e5ab19d012c	common_voice_fr_40432191.mp3	0cf1e80cf99b1305ae8d9ee2844917ec91ceb08cb3760a4f22a1b2d313bbece7	Cependant, il devait être très tard.		2	0			Français de France		fr	
c966baf6e77ca9b7f58a7f5bd7fb0c581bbb7e5240ee3435b9d746938b147d9da2930799a967464fd307b08a279cec0999c0474712d11958dd2ef7ca3f707fa2	common_voice_fr_40223718.mp3	4f761d944f8d2ba2fdd710a5202aa6bdc0240b10a5b926cb74adf8094b26f092	L'Espagne remporte pour la dixième fois ce tournoi.		2	0					fr	
c9a863b6817a0a4df0ec0bcdcd90213aa13091cb55060d396af7ae55e0857b6bdc1259ff9d0f773cd5ab762f0009df6273e767c23f23531105b7acdc154e5c1c	common_voice_fr_40227393.mp3	0b985cd55e9388b0fa566c8436b6dfd29e5660fe94ee7460ce9e9b2555a27130	La patrie se plaint, soit; mais l'humanité applaudit.		2	0			Français de France		fr	
cd2e66a9a533ba5802d3f41714729952fbd97a22495a95bf997d27be7f24cae513bdea8cf2c399c97575cc123d08991268d1742b9edc3bc0a840628a7bb1daa6	common_voice_fr_40356427.mp3	4f77ca36da8de11a59f5a2f2e053a4091128711d43465f68e7c09c2ea14d2ee9	Certains joueurs du club font partie ou ont fait partie de la sélection nationale.		2	0					fr	
dcd276b1e14516b3473e5e4d80fb8e725759d58a87dff4c8b301b7bf00e798bb74092586accc96bec59b1168190af56008e2b67e1e1e9dea7837303ab9bb573c	common_voice_fr_40534506.mp3	4ff3269b7fd7b65d089f41218a83e50ae43ab048e10a69573276e2a01b5e8dac	Il peut jusqu'à les obliger à se faire vacciner.		2	0	fourties	male_masculine	Français de France		fr	
e1881269b9660ddf27e9809fe7685828f5bbccfae23d3f1d838d66574994603c84b211f9731e14005d1b6020a5c5603887b82c0cc3ab862a32e3cb3a86fdccb5	common_voice_fr_40452675.mp3	4f94c50ee82a6b9db6233cb30f2426d56bc6ce2ef6f8a217a129fe9bbd664bf1	Elle remonta à la fin de l’exercice suivant.		3	0	fifties	male_masculine	Français de France,Parisien		fr	
f258ef4cb08f0afed8201170c3b1fba6f53be70ef7f0055e2beb2bb650bb1f9531a5867de8f275cfea27ff7072487606fb34970a4e6a911bf36a3c6c0407c379	common_voice_fr_40694610.mp3	50061c1b4dae48610c78a99e4e11364fe3abc1c65050115538f59ce6839f210b	Nab se mit en tête des onaggas.		4	0			Français de France,nord		fr	
18a43e01a0019e5472d1841402b10ea633b0a19ba8bc8b62f7917b030a90d2f7d1e083af97987f9df98ec3356819b5837d193991958506ce6a992509e6738786	common_voice_fr_40265737.mp3	4f833dfdfaa3d169889ee8a7d5112bf034b64cc0290cad3d688b90998361e571	Une école primaire est présente dans le village de Revonnas.		2	0			Français de France		fr	
18a43e01a0019e5472d1841402b10ea633b0a19ba8bc8b62f7917b030a90d2f7d1e083af97987f9df98ec3356819b5837d193991958506ce6a992509e6738786	common_voice_fr_40326951.mp3	4f85c09dae9536f417166e750f6d573f5b203c53e3a14b5209a8b4f6851ecf7a	Il est nécessaire à tout gouvernement, même pacifique, à titre de bonne administration.		2	0			Français de France		fr	
1a4d61d1ac859dcc927bf74a13c68d0f03aa0ef441bfadd6e7734878af07b9a3de084892fc9ebe732fd0fa5399894f88e5b4f62d166ee413a1f35489bec14a9c	common_voice_fr_40208189.mp3	4f526b5d680477b0bc204992b35d25d8e1f14beb2cd2c7c13d8b10c7a1105499	Le moulin est aussi réputé pour son récit de fantôme.		2	0					fr	
1a4d61d1ac859dcc927bf74a13c68d0f03aa0ef441bfadd6e7734878af07b9a3de084892fc9ebe732fd0fa5399894f88e5b4f62d166ee413a1f35489bec14a9c	common_voice_fr_40208191.mp3	4f69cd73fac22a591f606dfdba4f3e32692db857a46201d1b2304d8a054cb900	Leur dénomination était cependant ambiguë et compliquée, selon l'époque et la région.		2	0					fr	
4ea9656152d01f773073e87adbe6d69ce1cc7d139730fb3074ac1263343956421e492e9d12621a0d03a809fa9f04ed5394321e06aceca5356a2b852d1419a929	common_voice_fr_40792588.mp3	50090a25db01c056b8a5794360b3a3aa6b1e583ad0575abdb43b0d0b33ccc3c1	La politique jeunesse est pensée à l'échelle du canton.		2	0	fifties	male_masculine	Français de France		fr	
4ea9656152d01f773073e87adbe6d69ce1cc7d139730fb3074ac1263343956421e492e9d12621a0d03a809fa9f04ed5394321e06aceca5356a2b852d1419a929	common_voice_fr_40792695.mp3	4ffb942435210b681fe06dbe6b598d0d7c45c0d384b3803f7b60a9b343acc2d9	En parallèle, il anime des émissions à la radio.		2	0	fifties	male_masculine	Français de France		fr	
6614ed681015ec48c9651d3e423c1b6637a201339c3a4243116027be88462287b47354e49c3faa860a98e140c2c7efb3de835b7eff2f36465cd3af64cf258c09	common_voice_fr_40829841.mp3	0f6c980616cb31699048647409b1267d6cec72e0d9c03ec93bca0ba7c13bce3e	On attendait le premier cours.		3	0	fifties		Français de France,Français du Sud-Ouest de la France		fr	
6614ed681015ec48c9651d3e423c1b6637a201339c3a4243116027be88462287b47354e49c3faa860a98e140c2c7efb3de835b7eff2f36465cd3af64cf258c09	common_voice_fr_40829867.mp3	4fe4854be3c71da9a00b6baaa26c41939d741cd4a0c0295bb7f426a3f0d6e638	Il devient ensuite viticulteur.		3	0	fifties		Français de France,Français du Sud-Ouest de la France		fr	
8e42f4153746c0181255d8228aecc559e807ae428c7411b1643cff30fc8ab05345759826a49a026b60e4e975d611c7ae628f7239ee96b3bba2e043d448c006f3	common_voice_fr_40385689.mp3	4fa29838cf8215d0c5173ef1aa2eff951693ab4f241e83435643c2204d758b5a	La tour est non peinte et les galeries sont rouges.		2	0	twenties	female_feminine	Français de France		fr	
8e42f4153746c0181255d8228aecc559e807ae428c7411b1643cff30fc8ab05345759826a49a026b60e4e975d611c7ae628f7239ee96b3bba2e043d448c006f3	common_voice_fr_40385691.mp3	4f8ca5d0693ea3b117daa43ba681e90050ebaae311bf59de9c8d16e1095d4eda	Il est reconnu comme faisant partie des meilleurs trombonistes français.		2	0	twenties	female_feminine	Français de France		fr	
9a16b3e2ef38d8d5188c0bedc0f4d1484bfcbe26e4970bca952f64d2aa6fb1bdf81d4ae8f930704e677a8f0c01dc7184992d257ae293f5062aacb627c76fd6fa	common_voice_fr_40255656.mp3	4f8cc1fa994f37c891a74620738526aee7aad32a4f4e4fdd7c9ee3a72efd7253	Une autre contribution majeure concerne le problème du déficit des neutrinos solaires.		2	0	teens	male_masculine	Français de France		fr	
9a16b3e2ef38d8d5188c0bedc0f4d1484bfcbe26e4970bca952f64d2aa6fb1bdf81d4ae8f930704e677a8f0c01dc7184992d257ae293f5062aacb627c76fd6fa	common_voice_fr_40255660.mp3	4f8dabf4cd8247a796533b4dd26ec7710910168d48c4be40ca5453a3118a2a6b	La consommation électrique est lorsque le sismomètre fonctionne et de sinon.		2	0	teens	male_masculine	Français de France		fr	
9f531f1653028716243070468c8f0b1c19692bab6770035ffdbbf03d377f2a2d4aee675d90c19a8f2a91443f9274f8de5425fa0313e17b7cb9ccc96606f0e128	common_voice_fr_40191246.mp3	4f59c3119ad504f3cdb423ef654c09963446703be927bc74673a3fefd281d81d	Une bêtise pareille, avant qu’il m’épouse et qu’il fasse le testament!...		2	0			Français de France		fr	
9f531f1653028716243070468c8f0b1c19692bab6770035ffdbbf03d377f2a2d4aee675d90c19a8f2a91443f9274f8de5425fa0313e17b7cb9ccc96606f0e128	common_voice_fr_40191249.mp3	4f64f37e995cdcccc9805078c76b2966c61b9f9178767f56b1484d40335c042f	Il offre aujourd'hui la possibilité de concevoir des feuilles de style.		4	0			Français de France		fr	
b43af09191e25bdf286c024bb6e1fe6e436d785f1d1a24c54e146f40e819c1ef1e0cb45eb9a4a90238c3e961a1ab8a74f8946065a7b5240565abf9869dc841fe	common_voice_fr_40386820.mp3	4f4f55b62a2aa0806437eaccc89109d77795b8f1b9c382e6833c99eedaae503c	Là, il a participé à la construction du pont sur la Moselle, puis d'écoles.		2	0	twenties		Français de France		fr	
